createDate,taskName,mode,weaponName,map,version,accTotal,accB0,accB1,accB2,accB3,accB4,accB5,accB6,accB7,rtTotal,rtB0,rtB1,rtB2,rtB3,rtB4,rtB5,rtB6,rtB7,targetsTotal,shotsTotal,killsPerSec,killTotal
05/18/2022 02:37:03,motionshot,11,9mm,0,v0.96.6.1-3717,80,82,73,60,90,86,100,64,75,768.530188424246,618.755963134766,814.897758483887,614.258615493774,570.849573771159,851.682975260417,676.80283203125,938.210830688477,850.939471076517,78,85,1.13489842,68,
05/18/2022 02:35:57,motionshot,11,9mm,0,v0.96.6.1-3717,71.56863,93,64,67,64,70,69,80,62,739.895245742798,610.842655726841,627.622388567243,724.935886928013,493.892200469971,888.67138671875,884.596688406808,905.597479926215,873.901967366537,80,102,1.21838033,73,
05/16/2022 18:29:48,motionshot,11,9mm,0,v0.96.6.1-3717,74.19355,86,73,100,78,80,82,67,55,782.790435791016,759.376682826451,654.463309151786,537.745791965061,675.498382568359,811.685019753196,727.629614257812,994.960038618608,892.044228946461,76,93,1.1516664,69,
05/16/2022 18:28:30,motionshot,11,9mm,0,v0.96.6.1-3717,70.90909,86,75,67,82,70,72,62,62,695.798212450604,632.108016967773,524.421710968018,485.062863436612,593.496039496528,853.964939117432,784.859008789063,806.529922485352,762.912004743304,86,110,1.30175436,78,
05/16/2022 18:27:09,motionshot,11,9mm,0,v0.96.6.1-3717,74.7474747,56,79,80,83,64,64,90,75,748.762137883826,786.026977539063,648.519612630208,671.265975952148,718.626108022837,800.610212846236,921.379776000977,776.15771484375,770.46346282959,80,99,1.23514307,74,
05/16/2022 18:25:48,motionshot,11,9mm,0,v0.96.6.1-3717,76.04167,80,85,53,100,50,82,75,86,729.054916570216,642.430311723189,562.421056111654,552.061212158203,705.178225430575,891.487884521485,795.5634765625,1102.44149344308,740.206468854632,82,96,1.218318,73,
05/16/2022 18:24:09,motionshot,11,9mm,0,v0.96.6.1-3717,71.42857,72,71,91,70,78,75,42,71,662.046839057075,672.191664922805,515.078407287598,586.481170654297,596.643607003348,726.500897216797,848.897225516183,820.279013497489,721.409665194425,90,112,1.33527911,80,
05/15/2022 18:20:43,motionshot,11,9mm,0,v0.96.6.1-3717,73,67,83,81,100,64,62,55,77,726.922267584153,646.092034476144,698.582702636719,621.836575317383,711.539223410867,827.987106323242,817.869832356771,849.301475524902,776.20553249783,82,100,1.21842,73,
05/15/2022 18:19:36,motionshot,11,9mm,0,v0.96.6.1-3717,73.91304,79,54,64,71,38,94,85,89,763.928652641101,574.658874511719,609.860870361328,748.191970825195,652.545761108398,877.119478352864,739.244812011719,1048.29206848145,904.326080322266,78,92,1.13494515,68,
05/15/2022 18:18:24,motionshot,11,9mm,0,v0.96.6.1-3717,72,64,73,100,65,78,80,50,67,719.416052760848,574.261077880859,563.702556610107,677.29827444894,569.722854614258,946.93838936942,713.73870413644,842.934112548828,864.663375854492,84,100,1.20164669,72,
05/15/2022 18:17:14,motionshot,11,9mm,0,v0.96.6.1-3717,75.5814,50,64,83,83,73,85,78,80,810.253286701359,855.972241210937,533.732811821832,685.586856842041,869.330548967634,921.804591587612,919.356079101563,937.153889973958,784.912189483642,74,86,1.08479989,65,
05/15/2022 18:16:07,motionshot,11,9mm,0,v0.96.6.1-3717,78.16092,73,88,69,83,67,100,75,75,787.208451120477,617.892486572266,666.009724934896,683.233993530273,812.658163888114,862.039116753472,780.73964436849,1066.51075575087,808.133992513021,76,87,1.13494861,68,
05/14/2022 18:43:44,motionshot,11,9mm,0,v0.96.6.1-3717,75.2809,67,56,85,100,82,71,75,71,795.393533121745,817.457021077474,717.129769461495,645.943094106821,740.752552379261,918.595999581473,878.444534301758,811.025012207031,850.338598632813,76,89,1.1183244,67,
05/14/2022 18:42:35,motionshot,11,9mm,0,v0.96.6.1-3717,71.73913,64,67,82,75,80,64,75,71,785.272691023977,686.598458030007,717.038184532752,731.867500305176,736.284563337054,864.890497843425,831.091482979911,983.804556710379,792.250443892046,76,92,1.10160756,66,
05/14/2022 18:41:24,motionshot,11,9mm,0,v0.96.6.1-3717,71.2765961,75,90,86,78,46,59,80,71,791.661498209635,611.890984429253,614.59206237793,587.36515045166,748.441870117187,942.500206580529,895.485815429687,817.883683638139,883.51948038737,76,94,1.11830533,67,
05/14/2022 18:40:01,motionshot,11,9mm,0,v0.96.6.1-3717,74,69,62,100,90,45,71,78,82,717.408173710467,707.467260742187,631.075030517578,550.910685221354,533.961094447545,954.621771240234,786.135447184245,887.542785644531,818.513041178385,84,100,1.23499334,74,
05/14/2022 18:38:50,motionshot,11,9mm,0,v0.96.6.1-3717,75.24753,92,92,62,70,57,85,65,73,690.258221293604,666.744928995768,624.263585017278,580.819122314453,604.095317493786,735.191950480143,606.26708984375,805.35665512085,796.686594645182,86,101,1.26854694,76,
05/13/2022 17:39:40,motionshot,11,9mm,0,v0.96.6.1-3717,71.57895,73,77,80,90,75,75,46,62,778.994531330309,631.576474276456,662.528350830078,597.378967285156,618.240436553955,959.684889573317,852.869333902995,966.723103841146,937.719909667969,76,95,1.13455379,68,
05/13/2022 17:38:29,motionshot,11,9mm,0,v0.96.6.1-3717,75.2688141,90,87,78,56,60,86,80,60,777.18322714273,717.973161969866,614.031562805176,514.07470703125,753.491882324219,949.840928297776,846.038713727679,922.576119559152,834.073993389423,78,93,1.16804123,70,
05/13/2022 17:37:14,motionshot,11,9mm,0,v0.96.6.1-3717,73.56322,100,69,67,70,69,74,67,78,819.1784002516,777.277709960938,731.754659016927,708.355336507161,553.167190551758,892.308152142693,845.599933330829,1160.78207397461,866.947781032986,72,87,1.06798542,64,
05/13/2022 17:36:03,motionshot,11,9mm,0,v0.96.6.1-3717,65.21739,71,62,79,76,31,53,67,88,718.336989804923,803.942765977648,544.242955988104,632.745114839994,660.594589233399,841.29082142223,720.485707600912,758.958339146205,836.331695556641,84,115,1.25137746,75,
05/13/2022 17:34:53,motionshot,11,9mm,0,v0.96.6.1-3717,70.408165,79,80,54,67,62,65,90,75,759.773687900641,560.82529518821,590.609310574002,685.024868774414,706.450724283854,870.33506266276,879.868111746652,946.441735839844,885.264083862305,78,98,1.15144372,69,
05/12/2022 17:34:47,motionshot,11,9mm,0,v0.96.6.1-3717,78.02198,73,100,92,80,73,79,43,75,752.732333026355,665.002716064453,587.389973958333,633.901423136393,684.304049405185,929.856416829427,834.885899135045,986.026867675781,750.248275756836,80,91,1.18488872,71,
05/12/2022 17:33:37,motionshot,11,9mm,0,v0.96.6.1-3717,82.71605,100,71,80,89,90,85,73,67,795.065070800781,680.980972290039,684.687882856889,716.342781066895,711.658654106988,856.063148498535,915.364815848214,1038.29888916016,903.033907803622,76,81,1.11818814,67,
05/12/2022 17:32:30,motionshot,11,9mm,0,v0.96.6.1-3717,79.22078,80,100,100,55,62,79,73,100,859.554275733837,764.242881774902,839.567609998915,757.083969116211,699.476974487305,982.424537071815,859.182580566406,953.305773925781,934.826552170974,70,77,1.01806056,61,
05/12/2022 17:31:08,motionshot,11,9mm,0,v0.96.6.1-3717,77.33333,88,71,100,64,50,82,83,78,890.449954815765,792.908089773995,710.374430338542,880.048728942871,741.012550354004,1040.4140514027,961.582748413086,901.804609026228,1011.10864727314,68,75,0.96784,58,
05/12/2022 17:30:00,motionshot,11,9mm,0,v0.96.6.1-3717,71.76471,80,88,60,50,75,70,86,70,856.258258764295,718.774148123605,693.356052943638,653.660888671875,873.075158691406,1007.98071648093,925.890586159446,926.815441894531,814.092862215909,70,85,1.01808786,61,
05/11/2022 14:54:18,motionshot,11,9mm,0,v0.96.6.1-3717,70.2381,62,71,56,67,62,78,73,88,851.268824114118,642.952117919922,797.3720703125,800.083062065972,749.969916449653,1051.38319614955,917.004479980469,823.188140869141,902.169411399148,70,84,0.984727561,59,
